age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;y
57;admin.;married;basic.6y;no;no;no;cellular;may;fri;259;1;999;1;failure;no
57;admin.;married;university.degree;no;no;yes;cellular;nov;tue;192;2;999;0;nonexistent;no
57;admin.;married;university.degree;no;yes;no;telephone;jun;fri;27;3;999;0;nonexistent;no
57;admin.;married;basic.4y;unknown;yes;no;cellular;jul;tue;150;2;999;0;nonexistent;no
57;admin.;divorced;university.degree;no;yes;yes;cellular;nov;thu;1154;1;999;0;nonexistent;yes
57;admin.;divorced;basic.9y;unknown;no;no;telephone;may;tue;452;2;999;0;nonexistent;no
62;self-employed;married;university.degree;unknown;no;no;cellular;sep;fri;74;1;999;0;nonexistent;no
62;self-employed;married;university.degree;no;no;no;cellular;apr;mon;66;1;999;0;nonexistent;no
40;technician;married;basic.9y;no;no;no;cellular;nov;wed;59;1;999;0;nonexistent;no
40;technician;married;professional.course;unknown;yes;no;cellular;aug;mon;198;3;999;0;nonexistent;no
40;technician;married;professional.course;no;yes;no;cellular;nov;tue;130;1;999;0;nonexistent;no
40;technician;married;professional.course;no;yes;no;telephone;jun;mon;217;1;999;0;nonexistent;no
40;technician;single;university.degree;unknown;no;yes;telephone;may;thu;385;2;999;0;nonexistent;no
40;technician;married;professional.course;no;no;no;cellular;nov;tue;348;1;999;0;nonexistent;no
40;technician;married;professional.course;no;yes;no;cellular;aug;mon;100;2;999;0;nonexistent;no
40;technician;single;university.degree;no;yes;no;cellular;aug;fri;117;2;999;0;nonexistent;no
40;technician;single;high.school;no;no;no;telephone;may;tue;151;4;999;0;nonexistent;no
40;technician;married;professional.course;unknown;no;no;telephone;may;tue;202;3;999;0;nonexistent;no
58;self-employed;married;university.degree;no;yes;no;cellular;may;mon;379;1;999;0;nonexistent;no
58;self-employed;married;university.degree;no;no;no;cellular;aug;tue;326;4;6;3;success;yes
58;self-employed;married;unknown;unknown;no;no;cellular;may;wed;250;2;999;0;nonexistent;no
58;self-employed;divorced;unknown;no;yes;no;telephone;may;thu;491;2;999;0;nonexistent;no
58;self-employed;married;basic.9y;no;no;no;cellular;aug;tue;83;2;999;0;nonexistent;no
58;self-employed;divorced;professional.course;no;yes;no;telephone;jun;thu;430;1;999;0;nonexistent;no
58;self-employed;married;university.degree;no;yes;no;cellular;aug;fri;173;3;999;0;nonexistent;no
58;self-employed;married;university.degree;no;no;no;telephone;may;thu;136;1;999;0;nonexistent;no
58;self-employed;married;basic.6y;unknown;yes;no;cellular;aug;thu;157;5;999;0;nonexistent;no
58;self-employed;married;basic.6y;unknown;yes;no;cellular;aug;thu;79;8;999;0;nonexistent;no
63;technician;married;professional.course;no;yes;no;cellular;oct;tue;298;1;999;0;nonexistent;yes
63;technician;married;unknown;no;yes;no;cellular;aug;tue;173;1;999;0;nonexistent;no
63;technician;married;unknown;no;yes;no;cellular;dec;mon;510;2;999;1;failure;yes
63;technician;married;professional.course;no;no;no;cellular;oct;tue;157;1;999;0;nonexistent;no
63;technician;married;professional.course;no;no;no;cellular;oct;tue;259;1;999;0;nonexistent;no
37;blue-collar;divorced;basic.9y;no;yes;no;telephone;may;thu;604;4;999;0;nonexistent;yes
37;blue-collar;married;basic.9y;unknown;no;no;telephone;jul;mon;179;2;999;0;nonexistent;no
37;blue-collar;married;basic.6y;unknown;no;no;cellular;may;thu;635;2;999;0;nonexistent;no
37;blue-collar;married;basic.9y;no;unknown;unknown;telephone;may;tue;322;2;999;0;nonexistent;no
37;blue-collar;married;basic.6y;unknown;yes;no;telephone;jul;thu;95;1;999;0;nonexistent;no
37;blue-collar;single;high.school;no;no;no;telephone;jun;tue;117;3;999;0;nonexistent;no
37;blue-collar;single;high.school;no;yes;yes;telephone;may;wed;131;2;999;0;nonexistent;no
37;blue-collar;single;unknown;unknown;no;no;telephone;may;wed;293;1;999;0;nonexistent;no
37;blue-collar;married;basic.9y;no;yes;no;cellular;jul;fri;223;1;999;0;nonexistent;no
37;blue-collar;divorced;professional.course;no;yes;no;cellular;may;tue;304;3;999;0;nonexistent;no
76;retired;married;university.degree;no;no;no;cellular;aug;thu;126;1;999;1;failure;no
76;retired;married;university.degree;no;yes;no;cellular;dec;wed;258;1;999;0;nonexistent;no
76;retired;divorced;professional.course;no;yes;no;cellular;dec;thu;956;1;999;0;nonexistent;no
76;retired;married;basic.4y;no;no;no;cellular;apr;tue;122;4;999;1;failure;no
76;retired;married;professional.course;unknown;yes;no;cellular;jun;tue;295;1;9;2;success;yes
76;retired;married;basic.4y;no;yes;no;cellular;sep;wed;259;2;3;1;success;yes
76;retired;married;basic.4y;no;yes;no;cellular;sep;mon;136;1;999;2;failure;no
76;retired;divorced;basic.4y;no;no;no;cellular;sep;tue;221;1;999;0;nonexistent;no
76;retired;married;basic.4y;no;no;no;cellular;aug;wed;331;2;999;0;nonexistent;no
76;retired;married;basic.4y;no;no;no;cellular;aug;fri;61;1;999;1;failure;no
27;unknown;single;high.school;unknown;yes;yes;cellular;may;mon;628;1;999;0;nonexistent;no
27;unknown;single;university.degree;no;yes;no;cellular;jun;wed;121;3;999;0;nonexistent;no
27;unknown;single;high.school;unknown;yes;yes;cellular;may;mon;154;1;999;1;failure;no
27;unknown;single;university.degree;no;no;no;cellular;mar;tue;133;1;999;0;nonexistent;no
27;unknown;single;high.school;unknown;yes;no;cellular;may;mon;334;2;999;0;nonexistent;no
44;management;married;high.school;unknown;no;yes;telephone;jul;mon;73;5;999;0;nonexistent;no
44;management;married;university.degree;no;yes;no;cellular;nov;mon;130;1;999;1;failure;no
44;management;married;basic.9y;unknown;no;no;telephone;may;wed;282;2;999;0;nonexistent;no
44;management;divorced;university.degree;no;yes;yes;telephone;jun;thu;37;3;999;0;nonexistent;no
44;management;married;university.degree;unknown;yes;no;cellular;jul;thu;148;15;999;0;nonexistent;no
44;management;married;university.degree;no;yes;no;cellular;aug;mon;250;2;999;0;nonexistent;no
44;management;divorced;university.degree;no;yes;no;telephone;jun;mon;96;8;999;0;nonexistent;no
44;management;married;university.degree;no;yes;no;cellular;nov;tue;170;2;999;1;failure;no
44;management;married;high.school;no;yes;no;cellular;nov;mon;231;2;999;0;nonexistent;no
44;management;divorced;university.degree;unknown;no;no;cellular;nov;tue;365;1;999;0;nonexistent;no
71;admin.;married;basic.4y;no;yes;no;cellular;aug;thu;192;1;999;2;failure;no
71;admin.;married;basic.4y;no;yes;yes;cellular;may;fri;466;4;3;2;success;yes
59;entrepreneur;divorced;high.school;unknown;yes;no;telephone;may;wed;173;1;999;0;nonexistent;no
59;entrepreneur;divorced;high.school;unknown;yes;no;telephone;may;fri;138;2;999;0;nonexistent;no
59;entrepreneur;married;high.school;no;no;no;telephone;may;wed;145;1;999;0;nonexistent;no
59;entrepreneur;married;university.degree;unknown;no;no;telephone;may;thu;147;2;999;0;nonexistent;no
59;entrepreneur;married;high.school;no;yes;no;telephone;may;tue;91;1;999;0;nonexistent;no
59;entrepreneur;married;basic.9y;no;no;no;telephone;may;thu;200;4;999;0;nonexistent;no
59;entrepreneur;married;university.degree;no;no;no;telephone;jun;fri;9;5;999;0;nonexistent;no
59;entrepreneur;married;university.degree;unknown;yes;yes;telephone;may;tue;130;3;999;0;nonexistent;no
59;entrepreneur;married;university.degree;unknown;no;no;telephone;may;thu;146;1;999;0;nonexistent;no
59;entrepreneur;married;university.degree;unknown;no;no;telephone;jun;fri;19;1;999;0;nonexistent;no
28;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;390;1;999;0;nonexistent;yes
28;blue-collar;divorced;basic.9y;no;yes;yes;cellular;jul;mon;125;1;999;0;nonexistent;no
28;blue-collar;single;basic.6y;unknown;yes;no;cellular;jul;wed;70;1;999;0;nonexistent;no
28;blue-collar;married;basic.9y;no;yes;no;telephone;may;tue;260;3;999;0;nonexistent;no
28;blue-collar;married;basic.6y;unknown;yes;no;telephone;jun;wed;167;1;999;0;nonexistent;no
28;blue-collar;single;basic.9y;no;no;no;cellular;apr;mon;218;1;999;0;nonexistent;no
28;blue-collar;married;basic.4y;no;no;no;cellular;may;mon;52;2;999;0;nonexistent;no
28;blue-collar;single;high.school;no;no;yes;cellular;jul;mon;101;2;999;2;failure;no
28;blue-collar;single;basic.9y;unknown;yes;no;cellular;apr;thu;241;1;999;0;nonexistent;no
28;blue-collar;single;basic.4y;no;yes;no;telephone;may;mon;101;2;999;0;nonexistent;no
71;self-employed;married;university.degree;no;yes;no;cellular;apr;thu;78;2;5;1;success;no
42;services;single;high.school;no;yes;no;cellular;may;mon;7;5;999;2;failure;no
42;services;married;professional.course;no;yes;no;telephone;may;fri;149;1;999;0;nonexistent;no
42;services;married;basic.6y;no;no;no;cellular;nov;thu;324;7;999;1;failure;no
42;services;divorced;basic.6y;no;no;no;telephone;jun;mon;71;2;999;0;nonexistent;no
42;services;married;high.school;no;yes;no;cellular;apr;thu;344;1;999;0;nonexistent;yes
42;services;married;professional.course;no;no;no;telephone;may;mon;136;2;999;0;nonexistent;no
42;services;married;basic.9y;no;no;no;telephone;oct;thu;71;1;999;0;nonexistent;no
42;services;married;high.school;no;yes;no;telephone;may;fri;128;1;999;0;nonexistent;no
42;services;married;high.school;unknown;no;yes;telephone;may;thu;252;2;999;0;nonexistent;no
42;services;single;unknown;no;yes;no;telephone;jun;thu;626;2;999;0;nonexistent;no
72;housemaid;married;basic.6y;unknown;yes;no;cellular;aug;fri;137;1;999;0;nonexistent;no
54;management;divorced;university.degree;no;yes;no;telephone;may;mon;843;2;999;0;nonexistent;no
54;management;married;university.degree;no;no;no;cellular;nov;tue;53;1;999;1;failure;no
54;management;single;basic.9y;no;yes;no;telephone;may;mon;224;3;999;0;nonexistent;no
54;management;married;university.degree;no;no;no;cellular;jul;mon;798;2;999;0;nonexistent;yes
54;management;married;basic.4y;unknown;yes;no;cellular;may;mon;264;1;999;0;nonexistent;no
54;management;divorced;university.degree;no;yes;yes;telephone;may;wed;39;1;999;1;failure;no
54;management;married;university.degree;no;yes;no;cellular;apr;tue;336;1;999;0;nonexistent;no
54;management;divorced;university.degree;no;yes;yes;cellular;may;wed;265;2;999;1;failure;no
54;management;married;university.degree;no;no;no;cellular;aug;wed;561;2;999;0;nonexistent;no
54;management;married;university.degree;no;yes;no;cellular;jul;mon;224;1;999;0;nonexistent;no
23;housemaid;single;basic.4y;no;no;yes;cellular;may;thu;9;6;999;0;nonexistent;no
41;admin.;divorced;basic.6y;no;no;no;telephone;jul;mon;141;1;999;0;nonexistent;no
41;admin.;married;university.degree;no;yes;no;telephone;may;thu;55;1;999;0;nonexistent;no
41;admin.;single;high.school;no;yes;no;cellular;may;thu;360;2;999;0;nonexistent;no
41;admin.;divorced;university.degree;no;yes;no;cellular;aug;wed;188;4;999;0;nonexistent;no
41;admin.;married;university.degree;no;yes;yes;telephone;jun;thu;142;4;999;0;nonexistent;no
41;admin.;married;high.school;no;no;no;telephone;may;wed;254;2;999;0;nonexistent;no
41;admin.;divorced;high.school;no;no;no;telephone;may;mon;177;4;999;0;nonexistent;no
41;admin.;divorced;university.degree;no;no;no;cellular;jul;mon;101;3;999;0;nonexistent;no
41;admin.;single;high.school;no;yes;no;cellular;may;fri;57;1;999;1;failure;no
41;admin.;married;university.degree;no;no;no;cellular;sep;mon;800;2;999;1;failure;yes
44;housemaid;married;basic.4y;unknown;yes;no;cellular;jul;wed;103;1;999;0;nonexistent;no
44;housemaid;single;unknown;unknown;yes;yes;telephone;may;fri;234;2;999;0;nonexistent;no
44;housemaid;married;high.school;no;no;no;cellular;nov;fri;144;6;999;1;failure;no
44;housemaid;married;high.school;unknown;no;no;telephone;may;fri;293;2;999;0;nonexistent;no
44;housemaid;married;university.degree;no;no;no;cellular;jun;mon;223;1;999;1;failure;no
44;housemaid;married;university.degree;unknown;no;yes;cellular;jul;tue;468;2;999;0;nonexistent;no
44;housemaid;married;basic.9y;no;no;no;telephone;may;fri;98;1;999;0;nonexistent;no
44;housemaid;married;high.school;unknown;yes;no;cellular;jul;mon;1200;1;999;0;nonexistent;no
44;housemaid;married;basic.4y;no;yes;no;cellular;may;wed;31;1;999;1;failure;no
44;housemaid;married;basic.4y;unknown;no;no;telephone;jun;thu;124;2;999;0;nonexistent;no
60;entrepreneur;married;basic.4y;no;unknown;unknown;telephone;may;thu;101;3;999;0;nonexistent;no
60;entrepreneur;married;basic.4y;no;no;no;telephone;jun;thu;43;3;999;0;nonexistent;no
60;entrepreneur;married;basic.4y;no;yes;no;telephone;may;thu;442;2;999;0;nonexistent;no
60;entrepreneur;married;basic.4y;no;no;no;telephone;may;thu;71;2;999;0;nonexistent;no
60;entrepreneur;married;basic.4y;no;no;no;telephone;may;fri;261;1;999;0;nonexistent;no
60;entrepreneur;married;unknown;no;no;no;cellular;aug;thu;130;2;999;0;nonexistent;no
60;entrepreneur;married;basic.4y;no;no;yes;telephone;may;wed;141;2;999;0;nonexistent;no
60;entrepreneur;married;basic.4y;no;yes;no;telephone;may;wed;236;1;999;0;nonexistent;no
60;entrepreneur;married;basic.4y;no;yes;no;telephone;may;thu;82;1;999;0;nonexistent;no
79;housemaid;married;basic.4y;no;no;no;cellular;aug;fri;126;1;3;2;success;yes
38;retired;divorced;basic.9y;unknown;yes;no;cellular;apr;thu;189;3;999;1;failure;no
38;retired;single;basic.6y;unknown;no;no;cellular;jul;tue;129;2;999;0;nonexistent;no
64;management;married;university.degree;no;no;no;cellular;jun;tue;205;1;999;0;nonexistent;yes
64;management;married;high.school;no;yes;no;cellular;apr;fri;693;2;999;0;nonexistent;yes
35;retired;married;professional.course;no;no;no;telephone;may;wed;97;2;999;0;nonexistent;no
35;retired;single;basic.9y;unknown;yes;yes;telephone;may;mon;145;1;999;0;nonexistent;no
35;retired;married;basic.4y;unknown;no;no;cellular;jul;thu;408;14;999;0;nonexistent;no
35;retired;single;basic.6y;unknown;yes;no;telephone;jun;fri;133;3;999;0;nonexistent;no
25;unemployed;single;professional.course;no;no;yes;cellular;apr;wed;274;3;999;0;nonexistent;no
25;unemployed;single;professional.course;no;no;no;cellular;apr;wed;268;1;999;0;nonexistent;no
25;unemployed;single;high.school;unknown;yes;no;telephone;jun;tue;292;3;999;0;nonexistent;no
25;unemployed;married;high.school;no;yes;no;cellular;mar;wed;436;2;6;1;success;yes
25;unemployed;single;high.school;unknown;no;no;telephone;may;wed;694;2;999;0;nonexistent;yes
25;unemployed;single;high.school;no;no;no;cellular;aug;tue;188;1;3;3;success;no
25;unemployed;married;university.degree;no;no;no;telephone;jul;fri;328;2;999;0;nonexistent;no
25;unemployed;married;university.degree;no;no;no;cellular;jun;tue;529;2;999;0;nonexistent;yes
25;unemployed;married;high.school;unknown;unknown;unknown;cellular;jul;fri;147;10;999;0;nonexistent;no
25;unemployed;married;university.degree;no;no;no;telephone;jul;fri;176;15;999;0;nonexistent;no
28;unemployed;single;basic.9y;no;no;yes;cellular;aug;tue;261;1;999;1;failure;yes
28;unemployed;single;basic.4y;no;yes;yes;cellular;oct;fri;462;1;999;0;nonexistent;no
28;unemployed;single;high.school;no;no;no;cellular;apr;mon;97;1;999;0;nonexistent;yes
28;unemployed;married;professional.course;no;yes;no;cellular;aug;fri;190;3;999;1;failure;yes
28;unemployed;married;professional.course;no;yes;no;telephone;aug;fri;275;6;999;0;nonexistent;yes
28;unemployed;married;professional.course;no;no;no;cellular;aug;fri;276;2;999;0;nonexistent;yes
28;unemployed;single;university.degree;no;yes;no;cellular;may;mon;434;1;999;0;nonexistent;no
28;unemployed;married;high.school;no;no;no;telephone;mar;fri;341;4;6;1;success;yes
28;unemployed;married;high.school;unknown;no;no;cellular;may;tue;216;1;999;1;failure;no
28;unemployed;single;high.school;no;yes;no;cellular;dec;mon;94;3;6;3;success;no
41;retired;single;basic.4y;no;yes;no;cellular;oct;fri;278;1;999;0;nonexistent;no
49;admin.;married;high.school;no;no;no;cellular;aug;tue;15;13;999;0;nonexistent;no
49;admin.;single;high.school;no;no;no;telephone;may;tue;363;5;999;0;nonexistent;no
49;admin.;married;university.degree;no;yes;no;cellular;aug;thu;260;1;999;0;nonexistent;no
49;admin.;married;high.school;no;yes;yes;cellular;jul;mon;263;1;999;0;nonexistent;no
49;admin.;divorced;university.degree;unknown;no;no;cellular;aug;wed;150;1;999;0;nonexistent;no
49;admin.;divorced;university.degree;no;no;no;telephone;jun;thu;487;1;999;0;nonexistent;no
49;admin.;married;high.school;no;no;no;cellular;may;tue;97;3;999;1;failure;no
49;admin.;divorced;university.degree;no;yes;no;telephone;jun;fri;606;1;999;0;nonexistent;no
49;admin.;divorced;university.degree;no;no;no;cellular;jul;thu;105;1;999;0;nonexistent;no
49;admin.;married;university.degree;no;no;no;cellular;may;wed;155;1;999;0;nonexistent;no
32;admin.;divorced;university.degree;no;yes;no;cellular;aug;tue;105;1;999;0;nonexistent;no
32;admin.;single;university.degree;no;no;no;cellular;may;fri;800;5;999;0;nonexistent;no
32;admin.;married;university.degree;no;no;no;cellular;jul;thu;46;4;999;0;nonexistent;no
32;admin.;single;university.degree;unknown;unknown;unknown;telephone;may;tue;49;1;999;0;nonexistent;no
32;admin.;single;university.degree;no;yes;no;cellular;aug;thu;206;1;999;0;nonexistent;no
32;admin.;married;high.school;no;yes;no;cellular;jul;wed;154;1;999;0;nonexistent;no
32;admin.;single;high.school;no;no;no;telephone;may;mon;611;2;999;0;nonexistent;no
32;admin.;divorced;high.school;no;yes;no;telephone;may;fri;324;2;999;0;nonexistent;no
32;admin.;married;university.degree;no;yes;no;cellular;jul;thu;144;1;999;0;nonexistent;no
32;admin.;single;university.degree;no;yes;no;cellular;aug;thu;1871;2;999;0;nonexistent;no
59;unknown;married;unknown;no;yes;no;cellular;jul;thu;52;2;999;0;nonexistent;no
59;unknown;married;unknown;unknown;no;no;telephone;jun;thu;701;1;999;0;nonexistent;yes
59;unknown;married;unknown;no;yes;no;cellular;may;mon;399;2;999;0;nonexistent;no
59;unknown;married;unknown;no;yes;no;cellular;may;mon;8;7;6;1;success;no
59;unknown;married;unknown;no;no;no;cellular;aug;wed;198;1;6;1;success;yes
59;unknown;married;unknown;unknown;no;no;telephone;may;tue;113;1;999;0;nonexistent;no
31;technician;single;high.school;no;no;no;cellular;aug;tue;191;1;999;0;nonexistent;no
31;technician;single;high.school;no;yes;no;cellular;apr;fri;596;1;999;1;failure;no
31;technician;married;professional.course;no;yes;no;cellular;nov;thu;144;2;999;0;nonexistent;no
31;technician;single;university.degree;no;yes;yes;cellular;nov;fri;244;1;999;0;nonexistent;no
31;technician;divorced;university.degree;no;yes;no;cellular;aug;thu;142;2;999;0;nonexistent;no
31;technician;single;professional.course;no;yes;yes;cellular;may;mon;282;1;999;0;nonexistent;no
31;technician;married;professional.course;no;no;yes;cellular;jul;thu;487;1;999;0;nonexistent;yes
31;technician;married;university.degree;no;yes;no;cellular;may;mon;50;3;999;1;failure;no
31;technician;single;university.degree;no;yes;no;cellular;aug;mon;144;1;999;0;nonexistent;no
31;technician;married;professional.course;no;no;no;cellular;aug;tue;91;1;999;0;nonexistent;no
24;unemployed;single;university.degree;no;no;no;telephone;may;wed;96;2;999;0;nonexistent;no
24;unemployed;married;high.school;no;yes;no;cellular;nov;mon;98;1;999;1;failure;yes
24;unemployed;single;university.degree;no;no;yes;telephone;may;tue;121;2;999;0;nonexistent;no
24;unemployed;single;high.school;no;yes;no;cellular;may;mon;699;1;13;2;failure;yes
24;unemployed;married;university.degree;no;yes;no;telephone;jun;mon;266;1;999;0;nonexistent;no
24;unemployed;single;high.school;no;no;yes;cellular;may;mon;375;2;999;0;nonexistent;yes
23;unemployed;single;high.school;no;no;no;telephone;jul;tue;7;1;999;0;nonexistent;no
23;unemployed;single;university.degree;no;yes;no;cellular;jul;wed;119;1;999;0;nonexistent;no
23;unemployed;single;basic.9y;no;yes;no;cellular;oct;thu;238;1;4;1;success;yes
23;unemployed;married;high.school;no;no;no;telephone;may;fri;35;1;999;0;nonexistent;no
37;management;married;university.degree;unknown;no;yes;telephone;jun;mon;179;7;999;0;nonexistent;no
37;management;single;university.degree;no;yes;no;cellular;jul;wed;158;1;999;0;nonexistent;no
37;management;divorced;university.degree;no;yes;no;cellular;nov;thu;256;4;999;0;nonexistent;no
37;management;married;university.degree;no;yes;no;cellular;aug;tue;263;2;999;0;nonexistent;no
37;management;divorced;university.degree;no;no;no;cellular;nov;wed;295;1;999;1;failure;no
37;management;single;university.degree;no;yes;no;cellular;nov;tue;242;2;999;1;failure;no
37;management;single;university.degree;no;yes;no;cellular;aug;wed;243;1;999;0;nonexistent;no
37;management;married;university.degree;no;yes;yes;telephone;nov;tue;71;4;999;0;nonexistent;no
37;management;divorced;university.degree;no;yes;no;cellular;nov;wed;259;1;999;1;failure;no
37;management;married;high.school;no;yes;no;cellular;aug;fri;125;1;999;0;nonexistent;no
51;services;single;basic.6y;no;yes;no;cellular;jul;fri;48;1;999;0;nonexistent;no
51;services;married;unknown;no;no;no;cellular;aug;fri;547;3;999;0;nonexistent;no
51;services;divorced;high.school;unknown;no;no;cellular;may;tue;398;2;999;1;failure;no
51;services;married;high.school;unknown;yes;no;cellular;jul;fri;507;1;999;0;nonexistent;no
51;services;married;unknown;no;no;yes;cellular;aug;fri;135;3;999;0;nonexistent;no
51;services;single;basic.6y;no;no;no;cellular;jul;fri;484;1;999;0;nonexistent;no
51;services;married;high.school;unknown;yes;yes;telephone;may;mon;94;2;999;0;nonexistent;no
51;services;married;professional.course;unknown;no;no;cellular;may;thu;113;2;999;0;nonexistent;no
51;services;divorced;basic.4y;unknown;yes;no;telephone;may;thu;95;4;999;0;nonexistent;no
51;services;divorced;basic.6y;no;no;yes;cellular;may;thu;122;1;999;1;failure;no
30;self-employed;single;university.degree;no;no;no;telephone;jun;thu;39;1;999;0;nonexistent;no
30;self-employed;single;high.school;no;yes;no;telephone;may;fri;144;1;999;0;nonexistent;no
30;self-employed;married;university.degree;no;yes;no;telephone;mar;mon;577;7;999;0;nonexistent;yes
30;self-employed;single;university.degree;no;no;no;cellular;apr;thu;184;1;999;0;nonexistent;no
30;self-employed;single;university.degree;no;yes;no;cellular;nov;thu;151;1;999;0;nonexistent;no
30;self-employed;married;university.degree;no;yes;no;telephone;jul;thu;85;6;999;0;nonexistent;no
30;self-employed;married;professional.course;no;no;no;cellular;may;tue;34;2;999;1;failure;no
30;self-employed;married;university.degree;no;no;yes;cellular;apr;fri;138;1;999;1;failure;no
30;self-employed;single;university.degree;no;unknown;unknown;cellular;aug;mon;148;2;999;0;nonexistent;no
30;self-employed;married;university.degree;no;yes;no;telephone;jul;wed;51;1;999;0;nonexistent;no
57;blue-collar;married;high.school;unknown;no;no;telephone;jun;tue;171;3;999;0;nonexistent;no
57;blue-collar;divorced;professional.course;no;no;no;telephone;may;thu;100;5;999;0;nonexistent;no
57;blue-collar;married;basic.4y;unknown;yes;no;cellular;jul;wed;61;4;999;0;nonexistent;no
57;blue-collar;married;unknown;no;no;no;cellular;jul;tue;137;4;999;0;nonexistent;no
57;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;thu;1051;3;999;0;nonexistent;no
57;blue-collar;married;basic.4y;unknown;yes;no;telephone;jul;fri;182;1;999;0;nonexistent;no
57;blue-collar;divorced;unknown;unknown;yes;no;telephone;may;mon;518;1;999;0;nonexistent;no
57;blue-collar;married;basic.9y;unknown;no;no;cellular;aug;wed;175;1;999;0;nonexistent;no
57;blue-collar;married;basic.4y;unknown;no;yes;telephone;may;tue;500;2;999;0;nonexistent;no
57;blue-collar;married;basic.6y;unknown;yes;no;cellular;may;tue;168;4;999;0;nonexistent;no
44;unemployed;married;university.degree;no;yes;no;cellular;nov;thu;1058;1;999;0;nonexistent;no
44;unemployed;married;high.school;no;yes;no;cellular;aug;thu;284;1;999;0;nonexistent;no
44;unemployed;married;professional.course;unknown;no;no;cellular;aug;thu;105;2;999;0;nonexistent;no
44;unemployed;married;basic.9y;no;yes;no;telephone;may;mon;152;4;999;0;nonexistent;no
44;unemployed;married;high.school;no;yes;no;cellular;may;tue;215;1;999;0;nonexistent;no
44;unemployed;single;basic.4y;no;yes;no;telephone;jun;tue;55;2;999;0;nonexistent;no
44;unemployed;married;basic.9y;no;yes;no;cellular;may;wed;206;2;999;0;nonexistent;no
44;unemployed;married;basic.9y;no;yes;no;telephone;nov;mon;180;1;999;0;nonexistent;no
44;unemployed;married;basic.9y;unknown;yes;no;cellular;jul;wed;189;1;999;0;nonexistent;no
44;unemployed;divorced;basic.9y;no;no;no;cellular;apr;wed;114;1;999;0;nonexistent;no
62;retired;married;university.degree;unknown;no;no;cellular;aug;thu;154;2;999;0;nonexistent;no
62;retired;married;high.school;no;no;no;cellular;oct;wed;210;1;999;0;nonexistent;no
62;retired;married;university.degree;no;yes;no;cellular;sep;wed;105;3;999;1;failure;no
62;retired;married;professional.course;no;no;no;telephone;may;thu;111;1;999;0;nonexistent;no
62;retired;married;high.school;no;no;no;cellular;jul;tue;355;2;999;0;nonexistent;yes
62;retired;married;university.degree;no;yes;no;cellular;nov;thu;208;1;1;6;success;yes
62;retired;single;university.degree;no;yes;yes;cellular;may;mon;112;1;999;0;nonexistent;no
62;retired;married;professional.course;no;yes;no;cellular;aug;tue;531;3;6;1;success;yes
62;retired;married;professional.course;no;yes;yes;cellular;aug;fri;517;2;999;1;failure;yes
62;retired;married;professional.course;no;yes;no;cellular;may;mon;212;4;999;0;nonexistent;no
77;management;married;unknown;no;yes;no;cellular;aug;fri;160;1;3;6;success;yes
77;management;single;basic.9y;no;no;no;cellular;jun;mon;84;2;999;1;failure;no
26;retired;single;high.school;no;unknown;unknown;cellular;jun;wed;508;1;999;0;nonexistent;no
75;retired;married;basic.4y;no;no;yes;cellular;aug;fri;714;1;999;0;nonexistent;yes
75;retired;married;basic.4y;no;no;no;cellular;oct;wed;113;2;999;0;nonexistent;no
75;retired;divorced;basic.4y;no;no;no;cellular;apr;mon;227;4;999;0;nonexistent;yes
75;retired;married;basic.4y;no;no;no;cellular;apr;tue;186;2;999;0;nonexistent;no
75;retired;married;basic.9y;no;no;no;cellular;mar;mon;153;2;999;0;nonexistent;no
75;retired;married;basic.4y;no;no;no;cellular;aug;wed;248;2;6;3;success;yes
75;retired;married;basic.9y;no;no;no;cellular;mar;mon;293;2;999;1;failure;yes
75;retired;married;basic.9y;no;no;no;telephone;sep;fri;543;9;999;1;failure;no
75;retired;divorced;basic.4y;no;yes;yes;cellular;may;fri;83;3;999;0;nonexistent;no
75;retired;married;basic.4y;no;yes;no;cellular;oct;wed;1020;3;999;3;failure;no
34;self-employed;married;professional.course;no;yes;no;cellular;nov;wed;103;3;999;1;failure;no
34;self-employed;single;university.degree;no;yes;no;cellular;may;tue;194;3;999;0;nonexistent;no
34;self-employed;married;university.degree;no;no;no;cellular;nov;wed;126;2;999;0;nonexistent;no
34;self-employed;married;basic.9y;unknown;no;no;cellular;aug;mon;81;3;999;0;nonexistent;no
34;self-employed;single;university.degree;no;no;no;cellular;may;wed;340;2;999;1;failure;no
34;self-employed;married;basic.9y;unknown;yes;no;cellular;aug;mon;68;3;999;0;nonexistent;no
34;self-employed;single;university.degree;no;yes;no;telephone;jun;fri;19;2;999;0;nonexistent;no
34;self-employed;single;university.degree;no;no;no;cellular;jul;thu;967;3;999;0;nonexistent;yes
34;self-employed;married;basic.4y;unknown;no;no;cellular;may;mon;100;2;999;0;nonexistent;no
34;self-employed;married;university.degree;no;yes;no;cellular;nov;mon;196;2;999;0;nonexistent;no
29;entrepreneur;married;high.school;no;no;no;telephone;may;thu;325;1;999;0;nonexistent;no
29;entrepreneur;married;basic.6y;no;yes;yes;telephone;jul;fri;286;3;999;0;nonexistent;no
29;entrepreneur;married;basic.4y;unknown;yes;no;telephone;may;mon;224;3;999;0;nonexistent;no
